accession	genome_lineage	hedgehog_set_hash	hedgehog_precision	id	pct
EPI_ISL_9111817	BA.1.17.2	BA.1.17.2	BA.1.17.2	PZH-GUM-7113|EPI_ISL_9111817|Poland|BA.1.17.2|2022-01-14	99.6374737645487
EPI_ISL_9112121	BA.1	BA.1	BA.1_3	NEWC-334BF5B|EPI_ISL_9112121|United Kingdom|BA.1|2022-01-18	96.0312917382179
EPI_ISL_9112338	BA.1.17.2	BA.1.17.2	BA.1.17.2	ALDP-3352689|EPI_ISL_9112338|United Kingdom|BA.1.17.2|2022-01-19	99.6374737645487
EPI_ISL_9112752	BA.1.15	BA.1	BA.1_1	TX-HHD-2201145171|EPI_ISL_9112752|USA|BA.1.15|2021-12-21	91.5092539591681
EPI_ISL_9113097	BA.1.15	BA.1	BA.1_1	TX-HHD-2201058686|EPI_ISL_9113097|USA|BA.1.15|2021-12-22	94.8292310627743
EPI_ISL_9113136	BA.1.15	BA.1	BA.1_1	TX-HHD-2201119039|EPI_ISL_9113136|USA|BA.1.15|2021-12-23	91.1085670673536
EPI_ISL_9115295	BA.1.16	BA.1.15	BA.1.15	ALDP-33497EC|EPI_ISL_9115295|United Kingdom|BA.1.16|2022-01-18	99.6374737645487
EPI_ISL_9115356	BA.1.1	BA.1.1	BA.1.1_2	NORT-YB14FS|EPI_ISL_9115356|United Kingdom|BA.1.1|2022	90.9750047700821
EPI_ISL_9115969	BA.1	BA.1	BA.1_3	NORT-YB1GKY|EPI_ISL_9115969|United Kingdom|BA.1|2022-01-03	96.0312917382179
EPI_ISL_9117605	BA.1.1	BA.1.1	BA.1.1_3	ALDP-333632A|EPI_ISL_9117605|United Kingdom|BA.1.1|2022-01-18	99.6183934363671
EPI_ISL_9118705	BA.1	BA.1.15	BA.1.15	ALDP-33375BA|EPI_ISL_9118705|United Kingdom|BA.1|2022-01-19	99.6374737645487
EPI_ISL_9119480	BA.1.15	BA.1.15	BA.1.15	NEWC-333DAA6|EPI_ISL_9119480|United Kingdom|BA.1.15|2022-01-18	99.6374737645487
EPI_ISL_9119497	BA.1.17.2	BA.1.17.2	BA.1.17.2	BRBR-333F400|EPI_ISL_9119497|United Kingdom|BA.1.17.2|2022-01-19	99.6374737645487
EPI_ISL_9121679	BA.1.1.1	BA.1	BA.1_4	WSSEGorzow-22S0381|EPI_ISL_9121679|Poland|BA.1.1.1|2022-01-10	81.5874833047128
EPI_ISL_9124067	BA.1	BA.1	BA.1_3	ALDP-333E7CC|EPI_ISL_9124067|United Kingdom|BA.1|2022-01-18	95.5542835336768
EPI_ISL_9124216	BA.1.17.2	BA.1.17.2	BA.1.17.2	MILK-33180BE|EPI_ISL_9124216|United Kingdom|BA.1.17.2|2022-01-18	99.6374737645487
EPI_ISL_9124832	BA.2	BA.2	BA.2_1	DCGC-330176|EPI_ISL_9124832|Denmark|BA.2|2022-01-19	99.8091967181836
EPI_ISL_9124859	BA.2	BA.2	BA.2_1	DCGC-330186|EPI_ISL_9124859|Denmark|BA.2|2022-01-18	99.8091967181836
EPI_ISL_9124892	BA.1.1	BA.1.1	BA.1.1_2	NEWC-332F5D3|EPI_ISL_9124892|United Kingdom|BA.1.1|2022-01-17	99.6374737645487
EPI_ISL_9125399	BA.1.1	BA.1.1	BA.1.1_3	ALDP-33247E7|EPI_ISL_9125399|United Kingdom|BA.1.1|2022-01-17	99.6374737645487
EPI_ISL_9126906	BA.1.18	BA.1.15	BA.1.15	MILK-331AFEC|EPI_ISL_9126906|United Kingdom|BA.1.18|2022-01-18	99.6374737645487
EPI_ISL_9128371	BA.2.9	A	A_17	DCGC-331007|EPI_ISL_9128371|Denmark|BA.2.9|2022-01-14	99.8091967181836
EPI_ISL_9128392	BA.1.17.2	BA.1.17.2	BA.1.17.2	ALDP-333CE32|EPI_ISL_9128392|United Kingdom|BA.1.17.2|2022-01-18	99.6374737645487
EPI_ISL_9128778	BA.1	BA.1	BA.1_1	DCGC-331177|EPI_ISL_9128778|Denmark|BA.1|2022-01-12	99.6565540927304
EPI_ISL_9128940	BA.1	BA.1.15	BA.1.15	MILK-332FB4A|EPI_ISL_9128940|United Kingdom|BA.1|2022-01-18	99.6374737645487
EPI_ISL_9133065	BA.1.1	BA.1.1	BA.1.1_2	NY-SUNYQBR-61210501720454|EPI_ISL_9133065|USA|BA.1.1|2021-12-31	99.1604655600076
EPI_ISL_9133248	BA.1	BA.1.15	BA.1.15	NY-SUNYQBR-61210550502295|EPI_ISL_9133248|USA|BA.1|2021-12-19	97.5004770082045
EPI_ISL_9134732	BA.1.1	BA.1.1	BA.1.1_3	NC-CHN-01005793|EPI_ISL_9134732|Spain|BA.1.1|2021-12-14	96.6991032245755
EPI_ISL_9135930	BA.1	BA.1.15	BA.1.15	ON-PHL-22-00336|EPI_ISL_9135930|Canada|BA.1|2021-12-13	90.9750047700821
EPI_ISL_9135969	BA.1	BA.1.15	BA.1.15	ON-PHL-22-00375|EPI_ISL_9135969|Canada|BA.1|2021-12-14	93.6271703873307
EPI_ISL_9137783	BA.1.1	BA.1.1	BA.1.1_2	ON-PHL-22-02418|EPI_ISL_9137783|Canada|BA.1.1|2022-01-06	95.6687655027666
EPI_ISL_9139256	BA.1	BA.2.10	BA.2.10	SU-NHLS_3829|EPI_ISL_9139256|South Africa|BA.1|2022-01-12	62.4499141385232
EPI_ISL_9140004	BA.1.1	BA.1.1	BA.1.1_3	TX-CDC-ASC210581628|EPI_ISL_9140004|USA|BA.1.1|2022-01-10	91.5474146155314
EPI_ISL_9141059	BA.1.1	BA.1.1	BA.1.1_2	CA-CDC-FG-238355|EPI_ISL_9141059|USA|BA.1.1|2022-01-15	91.1085670673536
EPI_ISL_9142287	BA.1	BA.1.15	BA.1.15	CA-CDC-FG-240389|EPI_ISL_9142287|USA|BA.1|2022-01-17	97.0807097882084
EPI_ISL_9142392	BA.1.1	BA.1.1	BA.1.1_3	NC-SLPH-0973|EPI_ISL_9142392|USA|BA.1.1|2022-01-06	93.0547605418813
EPI_ISL_9143379	BA.1.1.18	BA.1.1	BA.1.1_3	NE-NPHL22-7532|EPI_ISL_9143379|USA|BA.1.1.18|2022-01-21	84.5258538446861
EPI_ISL_9144986	BA.1.1	BA.1.1	BA.1.1_2	WA-PHL-010621|EPI_ISL_9144986|USA|BA.1.1|2022-01-03	98.015645869109
EPI_ISL_9146577	BA.1.1	BA.1.1	BA.1.1_2	AZ-ASU36830|EPI_ISL_9146577|USA|BA.1.1|2022-01-18	91.1276473955352
EPI_ISL_9147277	BA.1	BA.1	BA.1_4	AR-UMGC-32191|EPI_ISL_9147277|USA|BA.1|2022-01-05	79.965655409273
EPI_ISL_9149685	BA.1.1	BA.1.1	BA.1.1_3	MN-CDC-QDX32751286|EPI_ISL_9149685|USA|BA.1.1|2022-01-08	99.6374737645487
EPI_ISL_9152663	BA.1.15	BA.1.15	BA.1.15	AZ-TG1170265|EPI_ISL_9152663|USA|BA.1.15|2021-12-27	99.3131081854608
EPI_ISL_9152981	BA.1.17.2	BA.1.17.2	BA.1.17.2	ID-IBL-785185|EPI_ISL_9152981|USA|BA.1.17.2|2022-01-18	99.5993131081855
EPI_ISL_9154222	BA.1.1	BA.1.1	BA.1.1_2	PZH-UMB-7695|EPI_ISL_9154222|Poland|BA.1.1|2022-01-10	99.6374737645487
EPI_ISL_9154930	BA.1.1.11	BA.1.1	BA.1.1_3	PZH-UMB-8411|EPI_ISL_9154930|Poland|BA.1.1.11|2022-01-07	96.8708261782103
EPI_ISL_9155719	BA.1	BA.1.15	BA.1.15	OCC-HCL022006086201|EPI_ISL_9155719|France|BA.1|2022-01-02	92.8067162755199
EPI_ISL_9155896	BA.1	BA.1.15	BA.1.15	NAQ-HCL022006636401|EPI_ISL_9155896|France|BA.1|2022-01-03	91.2421293646251
EPI_ISL_9156337	BA.1.15	BA.1.1	BA.1.1_2	CO-197233|EPI_ISL_9156337|Chile|BA.1.15|2021-12-22	99.6183934363671
EPI_ISL_9156942	BA.1.17.2	BA.1.17.2	BA.1.17.2	2201-904_wsselodz|EPI_ISL_9156942|Poland|BA.1.17.2|2022-01-05	93.9896966227819
EPI_ISL_9158856	BA.1.1	BA.1.1	BA.1.1_3	PHEC-4Q03DZ21|EPI_ISL_9158856|United Kingdom|BA.1.1|2022	99.2367868727342
EPI_ISL_9159429	BA.1.15	BA.1	BA.1_3	PHEC-YYB9D6Y|EPI_ISL_9159429|United Kingdom|BA.1.15|2022-01-03	97.4813966800229
EPI_ISL_9161299	BA.1.15	BA.1.15	BA.1.15	RIMD04404|EPI_ISL_9161299|Japan|BA.1.15|2022-01-07	99.6374737645487
EPI_ISL_9162358	BA.2	A	A_17	DCGC-331308|EPI_ISL_9162358|Denmark|BA.2|2022-01-20	99.8091967181836
EPI_ISL_9163528	BA.2.9	A	A_17	DCGC-331844|EPI_ISL_9163528|Denmark|BA.2.9|2022-01-21	99.7519557336386
EPI_ISL_9164207	BA.1.17.2	BA.1.17.2	BA.1.17.2	PHWC-P8FTTB|EPI_ISL_9164207|United Kingdom|BA.1.17.2|2022-01-06	95.9358900973097
EPI_ISL_9165200	BA.1	BA.1	BA.1_3	PHWC-P8GF1J|EPI_ISL_9165200|United Kingdom|BA.1|2022	96.0312917382179
EPI_ISL_9165218	BA.1.17.2	BA.1.17.2	BA.1.17.2	PHWC-P8GFID|EPI_ISL_9165218|United Kingdom|BA.1.17.2|2022-01-04	96.0312917382179
EPI_ISL_9165623	BA.1.1.14	BA.1.1	BA.1.1_2	PHWC-P8GN7S|EPI_ISL_9165623|United Kingdom|BA.1.1.14|2022-01-04	96.0312917382179
EPI_ISL_9168012	BA.1	BA.1	BA.1_4	DCGC-333770|EPI_ISL_9168012|Denmark|BA.1|2022-01-19	99.6374737645487
EPI_ISL_9169375	BA.2	A	A_17	DCGC-334770|EPI_ISL_9169375|Denmark|BA.2|2022-01-19	99.9618393436367
EPI_ISL_9171490	BA.1.15	BA.1	BA.1_4	INC-2706-729637|EPI_ISL_9171490|Costa Rica|BA.1.15|2022-01-06	99.6374737645487
EPI_ISL_9171989	BA.1	BA.1	BA.1_4	PLYM-335EF37|EPI_ISL_9171989|United Kingdom|BA.1|2022-01-20	99.6374737645487
EPI_ISL_9173705	BA.1.15	BA.1.15	BA.1.15	ALDP-335E641|EPI_ISL_9173705|United Kingdom|BA.1.15|2022-01-20	99.6374737645487
EPI_ISL_9174878	BA.1	BA.1	BA.1_4	QEUH-336C103|EPI_ISL_9174878|United Kingdom|BA.1|2022-01-20	99.6374737645487
EPI_ISL_9175511	BA.1	BA.1	BA.1_4	MILK-3357912|EPI_ISL_9175511|United Kingdom|BA.1|2022-01-17	99.6374737645487
EPI_ISL_9176465	BA.1.15	BA.1.15	BA.1.15	MILK-335A742|EPI_ISL_9176465|United Kingdom|BA.1.15|2022-01-21	99.6374737645487
EPI_ISL_9178055	BA.1.1.13	BA.1.1	BA.1.1_3	MILK-3355729|EPI_ISL_9178055|United Kingdom|BA.1.1.13|2022-01-19	99.6374737645487
EPI_ISL_9178691	BA.1.1.18	BA.1.1	BA.1.1_3	NE-CDC-LC0483167|EPI_ISL_9178691|USA|BA.1.1.18|2022-01-04	99.6374737645487
EPI_ISL_9178737	BA.1.20	BA.1	BA.1_3	AZ-CDC-LC0481592|EPI_ISL_9178737|USA|BA.1.20|2022-01-04	99.5802327800038
EPI_ISL_9179851	BA.1.20	BA.1.15	BA.1.15	AK-CDC-LC0482294|EPI_ISL_9179851|USA|BA.1.20|2022-01-06	99.6374737645487
EPI_ISL_9179883	BA.1.1.1	BA.1.1	BA.1.1_3	AZ-CDC-LC0484663|EPI_ISL_9179883|USA|BA.1.1.1|2022-01-06	99.6374737645487
EPI_ISL_9180805	BA.1.1	BA.1.1	BA.1.1_2	OR-CDC-LC0482724|EPI_ISL_9180805|USA|BA.1.1|2022-01-07	99.6374737645487
EPI_ISL_9180987	BA.1.1.18	BA.1.1	BA.1.1_3	IL-S22WGS522|EPI_ISL_9180987|USA|BA.1.1.18|2022-01-18	99.4466704827323
EPI_ISL_9183069	BA.1.1.18	BA.1.1	BA.1.1_2	CO-CDPHE-2102664309|EPI_ISL_9183069|USA|BA.1.1.18|2022-01-11	90.9750047700821
EPI_ISL_9183854	BA.1.1.18	BA.1.1	BA.1.1_2	CO-CDPHE-2102620466|EPI_ISL_9183854|USA|BA.1.1.18|2021-12-29	90.9750047700821
EPI_ISL_9183928	BA.1.1	BA.1.1	BA.1.1_2	CO-CDPHE-2102657748|EPI_ISL_9183928|USA|BA.1.1|2021-12-30	90.9750047700821
EPI_ISL_9184591	BA.1.15	BA.1.15	BA.1.15	LI-198679|EPI_ISL_9184591|Chile|BA.1.15|2021-12-27	99.5993131081855
EPI_ISL_9185298	BA.1.1	BA.1.1	BA.1.1_3	LI-RIVM-83389|EPI_ISL_9185298|Netherlands|BA.1.1|2022-01-14	94.8673917191376
EPI_ISL_9186508	BA.1.15	BA.1.15	BA.1.15	ARA-HMN-22012110178|EPI_ISL_9186508|France|BA.1.15|2021-12-27	79.2978439229155
EPI_ISL_9186558	BA.1.1.1	BA.1.1	BA.1.1_3	GES-HMN-22012130556|EPI_ISL_9186558|France|BA.1.1.1|2022-01-10	87.6168670101126
EPI_ISL_9186877	BA.1.20	BA.1.15	BA.1.15	WA-CDC-LC0484273|EPI_ISL_9186877|USA|BA.1.20|2022-01-10	99.6374737645487
EPI_ISL_9187860	BA.1.15	BA.1.15	BA.1.15	MS-UMMC-M221D4-528179|EPI_ISL_9187860|USA|BA.1.15|2022-01-11	94.8483113909559
EPI_ISL_9188813	BA.1.1	BA.1.1	BA.1.1_2	TN-CDC-LC0478432|EPI_ISL_9188813|USA|BA.1.1|2022-01-11	99.6374737645487
EPI_ISL_9189936	BA.1	BA.1	BA.1_3	BI-3715|EPI_ISL_9189936|Chile|BA.1|2022-01-06	84.7166571265026
EPI_ISL_9190512	BA.1.1	BA.1.1	BA.1.1_2	NJ-CDC-LC0479629|EPI_ISL_9190512|USA|BA.1.1|2022-01-11	99.6374737645487
EPI_ISL_9191112	BA.1	BA.1	BA.1_4	ML-1692|EPI_ISL_9191112|Chile|BA.1|2022-01-03	99.6183934363671
EPI_ISL_9192040	BA.1.1	BA.1.1	BA.1.1_2	INEI117300|EPI_ISL_9192040|Argentina|BA.1.1|2021-12-29	99.6374737645487
EPI_ISL_9192779	BA.1	BA.1	BA.1_4	NY-CDC-LC0479653|EPI_ISL_9192779|USA|BA.1|2022-01-12	99.6374737645487
EPI_ISL_9193985	BA.1.1	BA.1.1	BA.1.1_3	GA-CDC-LC0478281|EPI_ISL_9193985|USA|BA.1.1|2022-01-12	99.6374737645487
EPI_ISL_9197947	BA.1.15	BA.1	BA.1_3	TX-HMH-MCoV-70408|EPI_ISL_9197947|USA|BA.1.15|2021-12-19	99.6374737645487
EPI_ISL_9197991	BA.1.15	BA.1.15	BA.1.15	TX-HMH-MCoV-70452|EPI_ISL_9197991|USA|BA.1.15|2021-12-19	99.6374737645487
EPI_ISL_9198777	BA.1.15	BA.1.15	BA.1.15	TX-HMH-MCoV-71235|EPI_ISL_9198777|USA|BA.1.15|2021-12-20	95.9358900973097
EPI_ISL_9198976	BA.1.15	BA.1	BA.1_3	TX-HMH-MCoV-71434|EPI_ISL_9198976|USA|BA.1.15|2021-12-21	96.5273802709407
EPI_ISL_9199313	BA.1.15	BA.1	BA.1_3	TX-HMH-MCoV-71771|EPI_ISL_9199313|USA|BA.1.15|2021-12-22	97.3287540545697
EPI_ISL_9200455	BA.1.1	BA.1.1	BA.1.1_2	TX-HMH-MCoV-73517|EPI_ISL_9200455|USA|BA.1.1|2022-01-01	96.9853081473001
EPI_ISL_9200747	BA.1.15	BA.1.15	BA.1.15	TX-HMH-MCoV-73979|EPI_ISL_9200747|USA|BA.1.15|2022-01-03	99.6374737645487
EPI_ISL_9203732	BA.1.15	BA.1.15	BA.1.15	TX-HMH-MCoV-74487|EPI_ISL_9203732|USA|BA.1.15|2022-01-03	99.4657508109139
EPI_ISL_9205129	BA.1.15	BA.1	BA.1_3	TX-HMH-MCoV-75837|EPI_ISL_9205129|USA|BA.1.15|2022-01-05	96.5273802709407
EPI_ISL_9206498	BA.1.1	BA.1.1	BA.1.1_2	SK-RRPL-322132|EPI_ISL_9206498|Canada|BA.1.1|2022-01-03	99.6374737645487
EPI_ISL_9206514	BA.1.1.18	BA.1.1	BA.1.1_2	SK-RRPL-321933|EPI_ISL_9206514|Canada|BA.1.1.18|2022-01-03	95.9931310818546
EPI_ISL_9209477	BA.1.1.2	BA.1.1	BA.1.1_3	PG-179879|EPI_ISL_9209477|Japan|BA.1.1.2|2022-01-07	99.6374737645487
EPI_ISL_9210472	BA.1.1.2	BA.1.1	BA.1.1_3	PG-180196|EPI_ISL_9210472|Japan|BA.1.1.2|2022-01-07	99.6374737645487
EPI_ISL_9210782	BA.1.18	BA.2	BA.2_1	HE-RKI-I-458879|EPI_ISL_9210782|Germany|BA.1.18|2022-01-15	92.9975195573364
EPI_ISL_9211138	BA.1.1.2	BA.1.1	BA.1.1_2	PG-180426|EPI_ISL_9211138|Japan|BA.1.1.2|2022-01-07	99.6374737645487
EPI_ISL_9211439	BA.1.17	BA.1.15	BA.1.15	BW-RKI-I-459257|EPI_ISL_9211439|Germany|BA.1.17|2022-01-05	99.6374737645487
EPI_ISL_9211726	BA.1.1	BA.1.1	BA.1.1_2	HH-RKI-I-459441|EPI_ISL_9211726|Germany|BA.1.1|2022-01-10	99.6374737645487
EPI_ISL_9213200	BA.1.15	BA.1	BA.1_4	WA-Curative-128166|EPI_ISL_9213200|USA|BA.1.15|2021-12-23	96.4319786300324
EPI_ISL_9214328	BA.1	BA.1.15	BA.1.15	NI-RKI-I-461725|EPI_ISL_9214328|Germany|BA.1|2022-01-12	87.3879030719328
EPI_ISL_9215430	BA.1	BA.1.15	BA.1.15	MD-Curative-101198|EPI_ISL_9215430|USA|BA.1|2021-12-17	71.3413470711696
EPI_ISL_9216074	BA.1.1	BA.1.1	BA.1.1_2	BW-RKI-I-462503|EPI_ISL_9216074|Germany|BA.1.1|2022-01-04	99.4275901545507
EPI_ISL_9216509	BA.1.1.1	BA.1.1	BA.1.1_3	BW-RKI-I-462804|EPI_ISL_9216509|Germany|BA.1.1.1|2022-01-06	99.6374737645487
EPI_ISL_9217775	BA.1.17.2	BA.1.15	BA.1.15	TH-RKI-I-464594|EPI_ISL_9217775|Germany|BA.1.17.2|2022-01-17	90.0782293455447
EPI_ISL_9218168	BA.1.1.2	BA.1.1	BA.1.1_3	PG-177666|EPI_ISL_9218168|Japan|BA.1.1.2|2022-01-07	99.6374737645487
EPI_ISL_9223485	BA.1.15	BA.1	BA.1_4	PG-175274|EPI_ISL_9223485|Japan|BA.1.15|2021-12-31	99.6374737645487
EPI_ISL_9223978	BA.1.1	BA.1.1	BA.1.1_2	BB-RKI-I-470074|EPI_ISL_9223978|Germany|BA.1.1|2022-01-20	99.6374737645487
EPI_ISL_9227129	BA.1.1	BA.1.1	BA.1.1_3	34624|EPI_ISL_9227129|Norway|BA.1.1|2021-12-29	99.5229917954589
EPI_ISL_9230280	BA.1.1	BA.1.1	BA.1.1_2	PHEC-4Q0B3Z45|EPI_ISL_9230280|United Kingdom|BA.1.1|2022	99.6374737645487
EPI_ISL_9231039	BA.1	BA.1	BA.1_1	BY-RKI-I-473897|EPI_ISL_9231039|Germany|BA.1|2022-01-13	94.7147490936844
EPI_ISL_9234748	BC.1	BA.1.1	BA.1.1_2	PG-175796|EPI_ISL_9234748|Japan|BC.1|2021-12-31	99.6374737645487
EPI_ISL_9235175	BA.1	BA.1.15	BA.1.15	PHEP-YYD16HB|EPI_ISL_9235175|United Kingdom|BA.1|2022-01-02	79.2024422820072
EPI_ISL_9235929	BA.1.1	BA.1.1	BA.1.1_2	PHWC-P884FP|EPI_ISL_9235929|United Kingdom|BA.1.1|2022-01-10	96.0312917382179
EPI_ISL_9237096	BA.2	A	A_17	DCGC-335247|EPI_ISL_9237096|Denmark|BA.2|2022-01-22	99.8091967181836
EPI_ISL_9237794	BA.1.15	BA.1	BA.1_1	MA-CDCBI-CRSP_6IRJNFSAJSMCAF2X|EPI_ISL_9237794|USA|BA.1.15|2022-01-16	88.8380080137378
EPI_ISL_9238195	BA.2	A	A_17	DCGC-335476|EPI_ISL_9238195|Denmark|BA.2|2022-01-22	99.3131081854608
EPI_ISL_9238767	BA.1.1.8	BA.1	BA.1_1	MA-CDCBI-CRSP_I3REGG77RAOLCX3E|EPI_ISL_9238767|USA|BA.1.1.8|2022-01-17	89.9255867200916
EPI_ISL_9238978	BA.1.1	BA.1.1	BA.1.1_2	PHWC-P8E7UM|EPI_ISL_9238978|United Kingdom|BA.1.1|2022-01-07	96.0312917382179
EPI_ISL_9239639	BA.1.17.2	BA.1.17.2	BA.1.17.2	MA-CDCBI-CRSP_NTWBH6TGJF2KNZRS|EPI_ISL_9239639|USA|BA.1.17.2|2022-01-12	88.9334096546461
EPI_ISL_9240079	BA.1.1	BA.1	BA.1_1	MA-CDCBI-CRSP_TKBDU23N7BGIL36Q|EPI_ISL_9240079|USA|BA.1.1|2022-01-15	87.2925014310246
EPI_ISL_9240801	BA.1.1	BA.1.1	BA.1.1_2	NH-CDCBI-CRSP_FLIRZE2LXE5S7HOE|EPI_ISL_9240801|USA|BA.1.1|2022-01-15	86.1286014119443
EPI_ISL_9241905	BA.1	BA.1	BA.1_3	PHWC-P8EUSX|EPI_ISL_9241905|United Kingdom|BA.1|2022-01-07	96.0312917382179
EPI_ISL_9243291	BA.1	BA.1	BA.1_3	PHWC-P8JQEX|EPI_ISL_9243291|United Kingdom|BA.1|2022-01-08	96.0312917382179
EPI_ISL_9246217	BA.1.1	BA.1.1	BA.1.1_3	BE-IFIK-6170-0233|EPI_ISL_9246217|Switzerland|BA.1.1|2022-01-23	99.6374737645487
EPI_ISL_9246893	BA.1.15.1	BA.1.15	BA.1.15	QEUH-33A2DB2|EPI_ISL_9246893|United Kingdom|BA.1.15.1|2022-01-20	96.0312917382179
EPI_ISL_9250715	BA.1.1.15	BA.1.1	BA.1.1_2	MILK-337981D|EPI_ISL_9250715|United Kingdom|BA.1.1.15|2022-01-20	99.6374737645487
EPI_ISL_9251287	BA.1.1.15	BA.1.1	BA.1.1_3	MILK-3390E5A|EPI_ISL_9251287|United Kingdom|BA.1.1.15|2022-01-21	99.6374737645487
EPI_ISL_9251434	BA.1	BA.1.15	BA.1.15	MILK-3374BA0|EPI_ISL_9251434|United Kingdom|BA.1|2022-01-17	99.6374737645487
EPI_ISL_9251634	BA.1.17.2	BA.1.17.2	BA.1.17.2	BRBR-3375E88|EPI_ISL_9251634|United Kingdom|BA.1.17.2|2022-01-19	99.6374737645487
EPI_ISL_9253694	BA.1	BA.1.15	BA.1.15	ALDP-338BE61|EPI_ISL_9253694|United Kingdom|BA.1|2022-01-19	99.6374737645487
EPI_ISL_9255073	BA.1.17.2	BA.1.17.2	BA.1.17.2	ALDP-337EA6D|EPI_ISL_9255073|United Kingdom|BA.1.17.2|2022-01-20	99.6374737645487
EPI_ISL_9255166	BA.1.1	BA.1.1	BA.1.1_3	ALDP-337E9D9|EPI_ISL_9255166|United Kingdom|BA.1.1|2022-01-20	99.6374737645487
EPI_ISL_9255482	BA.2	BA.2	BA.2_1	ALDP-33A0200|EPI_ISL_9255482|United Kingdom|BA.2|2022-01-20	94.0850982636901
EPI_ISL_9255737	BA.1.1	BA.1.1	BA.1.1_2	ALDP-339F0BF|EPI_ISL_9255737|United Kingdom|BA.1.1|2022-01-21	99.6374737645487
EPI_ISL_9256479	BA.1	BA.1	BA.1_4	MILK-3389847|EPI_ISL_9256479|United Kingdom|BA.1|2022-01-21	99.6374737645487
EPI_ISL_9256720	BA.1.15.1	BA.1.15.1	BA.1.15.1	MILK-3388D85|EPI_ISL_9256720|United Kingdom|BA.1.15.1|2022-01-21	99.6374737645487
EPI_ISL_9257531	BA.1.18	BA.1.15	BA.1.15	BE-SRO-500006_9573|EPI_ISL_9257531|Switzerland|BA.1.18|2022-01-12	99.6374737645487
EPI_ISL_9257930	BA.1.1	BA.1.1	BA.1.1_2	IDF-CERBAHC-12135911|EPI_ISL_9257930|France|BA.1.1|2021-12-20	92.4632703682503
EPI_ISL_9258233	BA.1.1.18	BA.1.1	BA.1.1_2	CO-CDPHE-2102614652|EPI_ISL_9258233|USA|BA.1.1.18|2022-01-05	90.9750047700821
EPI_ISL_9264202	BA.1.1	BA.1.1	BA.1.1_3	ME-HETL-J11771|EPI_ISL_9264202|USA|BA.1.1|2022-01-10	99.6374737645487
EPI_ISL_9267060	BA.1.1	BA.1.1	BA.1.1_2	PZH-GUM-7461|EPI_ISL_9267060|Poland|BA.1.1|2022-01-12	99.6374737645487
EPI_ISL_9268133	BA.1.1	BA.1.1	BA.1.1_3	PHEP-YYD1C4Z|EPI_ISL_9268133|United Kingdom|BA.1.1|2022-01-03	90.6506391909941
EPI_ISL_9270664	BA.1	BA.1	BA.1_1	DCGC-338651|EPI_ISL_9270664|Denmark|BA.1|2022-01-18	99.675634420912
EPI_ISL_9273027	BA.1	BA.1	BA.1_1	CA-CDPH-3000296204|EPI_ISL_9273027|USA|BA.1|2021-12-28	91.5474146155314
EPI_ISL_9274688	BA.1.1	BA.1.1	BA.1.1_3	JK-GS-GSILab-879744|EPI_ISL_9274688|Indonesia|BA.1.1|2022-01-19	99.6374737645487
EPI_ISL_9274734	BA.1.15	BA.1.15	BA.1.15	JK-GS-GSILab-876136|EPI_ISL_9274734|Indonesia|BA.1.15|2022-01-17	99.6374737645487
EPI_ISL_9275938	BA.1.15	BA.1.15	BA.1.15	BRBR-33728AB|EPI_ISL_9275938|United Kingdom|BA.1.15|2022-01-20	91.566494943713
EPI_ISL_9276633	BA.1.1.12	BA.1.1	BA.1.1_3	MILK-33ADF66|EPI_ISL_9276633|United Kingdom|BA.1.1.12|2022-01-22	99.6374737645487
EPI_ISL_9276637	BA.1.17.2	BA.1.17.2	BA.1.17.2	ALDP-33AE8D3|EPI_ISL_9276637|United Kingdom|BA.1.17.2|2022-01-21	99.6374737645487
EPI_ISL_9277145	BA.1.17.2	BA.1.17.2	BA.1.17.2	PLYM-33B9750|EPI_ISL_9277145|United Kingdom|BA.1.17.2|2022-01-22	99.6374737645487
EPI_ISL_9280841	BA.1	BA.1.15	BA.1.15	MILK-339D28E|EPI_ISL_9280841|United Kingdom|BA.1|2022-01-21	99.5420721236405
EPI_ISL_9280908	BA.1.16	BA.1.15	BA.1.15	BRBR-339BC55|EPI_ISL_9280908|United Kingdom|BA.1.16|2022-01-21	99.6374737645487
EPI_ISL_9282016	BA.1	BA.1.15	BA.1.15	BRBR-33AA057|EPI_ISL_9282016|United Kingdom|BA.1|2022-01-21	99.6374737645487
EPI_ISL_9283862	BA.1.17.2	BA.1.17.2	BA.1.17.2	ALDP-33AB28D|EPI_ISL_9283862|United Kingdom|BA.1.17.2|2022-01-21	99.6374737645487
EPI_ISL_9284331	BA.1.1	BA.2	BA.2_1	BRBR-33978DD|EPI_ISL_9284331|United Kingdom|BA.1.1|2022-01-21	99.0841442472811
EPI_ISL_9284976	BA.1.17	BA.1	BA.1_2	MILK-33B02FE|EPI_ISL_9284976|United Kingdom|BA.1.17|2022-01-21	99.6374737645487
EPI_ISL_9284994	BA.1	BA.1.15	BA.1.15	MILK-33B0D0C|EPI_ISL_9284994|United Kingdom|BA.1|2022-01-23	99.6183934363671
EPI_ISL_9285168	BA.1	BA.1.15	BA.1.15	MILK-33B20A7|EPI_ISL_9285168|United Kingdom|BA.1|2022-01-22	99.6374737645487
EPI_ISL_9285649	BA.1.1	BA.1.15	BA.1.15	CMX-INMEGEN-53-299|EPI_ISL_9285649|Mexico|BA.1.1|2022-01-17	83.7435603892387
